time,P3-111/A_PT_341,P3-111/A_PT_341_lower,P3-111/A_PT_341_upper,P3-111/A_TT_341,P3-111/A_TT_341_lower,P3-111/A_TT_341_upper,P3-111/A_VT_341,P3-111/A_VT_341_lower,P3-111/A_VT_341_upper,P3-111/A_VT_342,P3-111/A_VT_342_lower,P3-111/A_VT_342_upper,P3-111/A_VT_343,P3-111/A_VT_343_lower,P3-111/A_VT_343_upper
2024-03-31 18:06:00,8.730023546208281,-0.2653843558343034,20.83346866941169,36.694077841341404,16.097269271172312,77.00861466846608,6.2246927624197745,1.872708347691317,8.412017186898364,2.7222811873320136,0.2107025361577981,5.138819582636648,0.8055707710535835,0.1422092173470655,4.152366455517722
2024-04-01 18:06:00,13.995046411884408,-0.8875636560454883,21.467739192601485,48.489234085781526,10.655975468854972,74.32066435341251,3.9611919375048297,1.3783845372686223,8.064706721374492,3.8918772013013925,0.0874552527693701,5.231024404284473,0.5859779618343368,-0.1066258353692268,4.102996423751099
2024-04-02 18:06:00,12.483560369691261,-1.1267478441434875,21.82804949434913,50.848328264192254,10.971001724787552,74.9316727993427,4.068399266351826,0.9164192010435088,7.611023684836365,1.5543404902947382,-0.1283903638299826,5.062594296773435,1.419881347570831,-0.3209115514483662,3.911051858313833
2024-04-03 18:06:00,-2.5718251136634045,-11.705310586927428,11.759735758135722,4.686120622991055,-23.98848514832225,40.01973806469148,3.3988562153400914,-2.4501717384703823,4.245231617289681,-0.5323985996744955,-2.3291019473430525,2.888571658714757,0.3381106789546148,-1.6575002446269351,2.577814690052244
2024-04-04 18:06:00,5.8278599305042995,-3.489571108861228,20.46450301274531,32.20396836415838,6.263006059664377,70.28898164998705,5.334018721018741,1.2687362647111795,7.964303030334603,0.6638669322688213,-0.1963050103529995,5.044199011160661,1.423810248651048,-0.2862858969052952,3.949890776981332
2024-04-05 18:06:00,7.31665335427432,-3.474507836487902,20.956922962379156,33.734360082146104,6.451235398277646,70.48754363377486,2.6599896549924402,1.112003335715726,7.807761327528383,1.3199958034597594,-0.2849975044706103,4.977429759919067,1.6265260322123607,-0.454142073852495,3.782626619945505
2024-04-06 18:06:00,9.006454797602375,-3.263141124525733,21.635073362305874,45.10192426023129,8.38681098965101,72.42386881215052,4.090491484207363,0.7302156515855751,7.425978817490173,2.4754460448347393,-0.3438468128823841,4.940211042320975,0.798147465200225,-0.3684623364612394,3.868363534391919
2024-04-07 18:06:00,8.225255939973312,-2.928307291057859,22.652691045041728,50.350573928829114,11.0632770306947,75.2931110072901,6.373086189142635,2.1195157198883203,8.836838421384979,1.6501104687185082,-0.0548101926478921,5.299612932238775,3.4092956935503564,0.0153386454310768,4.268936644046702
2024-04-08 18:06:00,10.51811023645398,-2.47046400066248,23.628428097065928,41.1301727201984,10.916356472051618,75.1790886678799,5.6947186332265085,1.260589691237127,7.979637123473026,2.261882568076506,-0.0582038970928202,5.3289645373547225,0.9726443699689313,-0.1087342438955238,4.14752982924821
2024-04-09 18:06:00,6.946855326217167,-2.8092494333771114,23.77618194363857,40.70159121041758,10.7077129556612,74.97895396495227,4.180505694305747,1.1191725782375754,7.838462389283743,3.0285701682977453,-0.1947091333304071,5.218681966320434,0.19564738430233608,-0.2927679414797581,3.964103236940065
2024-04-10 18:06:00,0.7165678039622193,-13.352711565369813,13.70742314583213,3.2780634124819024,-23.44611182339994,40.83042394151274,3.618072596702012,-2.393662002086616,4.325681002302643,-1.5758282018782455,-2.4099318586765373,3.028248049369913,1.6105863244119238,-1.6275291320102376,2.6295725040012368
2024-04-11 18:06:00,6.424711315364495,-5.183489038677946,22.343729570687465,54.43792174989197,6.07295129141896,70.35948677395861,4.149335972528477,1.4558415729358662,8.175233283310952,2.7488844845572347,-0.259500270357222,5.203101361047446,1.30554182720971,-0.2516922636541079,4.00566469896555
2024-04-12 18:06:00,10.880384710303858,-5.169664273816798,22.81925046653889,34.80282922608383,6.488553029592659,70.78600741149248,3.5888973947736633,1.2002773295991638,7.919842575196206,1.8725906792112257,-0.3558690772854738,5.131012011743199,0.21105136404928304,-0.4210666537091811,3.836782504578546
2024-04-13 18:06:00,10.345483198430191,-4.943074883589443,23.495031977679208,23.450139511803282,8.431999784323303,72.72954128949084,3.406664645204395,0.836399779318235,7.555965778056693,2.216790535933964,-0.4166438048496328,5.09431436693275,1.7914545252395477,-0.334920618002505,3.9229395052668647
2024-04-14 18:06:00,9.452434555266876,-4.499152495953661,24.512019217083903,42.0550937089515,11.39820274526292,75.77341860982592,7.538604426628252,2.190457591669825,8.97512002641302,1.8646770998470787,-0.1399812603419739,5.455242524962415,2.604460883291,0.047922634249478,4.323810560799016
2024-04-15 18:06:00,10.68760719746951,-4.007542920459752,25.480259265291167,40.0521251041065,11.383730706349532,75.77510717754512,5.350115975107733,1.3585810491063763,8.147638672128505,1.4005385751863049,-0.1462155108267406,5.486626851879191,1.6919579687888398,-0.0763406684978278,4.202455211338661
2024-04-16 18:06:00,10.687198268408904,-4.334126691406341,25.6100437077452,49.19865772402839,11.155947488616086,75.55242959832623,6.381512811936349,1.1964721692374245,7.986058722225977,3.422883576061054,-0.2854207154866404,5.377086564167993,2.533616115103728,-0.2604609743847519,4.019005061922282
2024-04-17 18:06:00,-1.1943781936445372,-14.86380507062711,15.52814159771957,16.656465695562808,-22.97284758182306,41.42825274030103,1.6149802656225536,-2.3068687908182364,4.482819784011603,-1.0650927247914288,-2.501991426517616,3.188441356562417,-0.1354555756522653,-1.595234064921986,2.6844864247259266
2024-04-18 18:06:00,10.540888190808504,-6.6832605895667605,24.151001482794605,39.12303337932286,6.522849583877246,70.9344282197295,3.0948689025633085,1.534153357553714,8.323904912851152,1.2895845945732054,-0.3533520774666585,5.364561846305611,0.7159118424719828,-0.2194222595862762,4.060578398039372
2024-04-19 18:06:00,10.271588181388527,-6.659078622588634,24.61583002658391,40.14771421225608,6.944395054288904,71.36931994468799,2.8048664694536916,1.284992825273529,8.074943510797219,2.230879073213168,-0.4511586956435724,5.2940954627396914,1.0537656973008656,-0.3888238535805373,3.891732959741076
2024-04-20 18:06:00,4.434435018656009,-6.420985975756967,25.280345797745287,38.80521886978628,8.88808918369017,73.31308218827746,2.549478238232023,0.9199524862588332,7.709904407492122,0.6498282482378899,-0.5134161725326969,5.25890057560941,1.5361749130416071,-0.3026798461430895,3.977889390413755
2024-04-21 18:06:00,10.408669175281021,-5.959943649707245,26.28221722188876,55.92619001827743,11.861889086721805,76.36395559946362,5.006277105372038,2.276399288642837,9.128419051852156,2.571077761379896,-0.238418902243366,5.621648543851913,2.1957780300431997,0.0799942900025003,4.3789315519005365
